text,label
he only helps people he trusts with the flowers,0
he only deals with people he trusts for a batch,1
she's holding the equipment till we split the cost fairly,0
"he's got the usual ready for pickup tonight, keep it quiet",1
she's been moving the decorations out of her apartment all week,0
"meet me at the usual spot, the package will be ready",1
"he's holding onto it for me till Friday, the equipment arrives then",0
he only helps people he trusts with the paperwork,0
"meet me at the usual cafe, the gift will be ready",0
"he's holding for me till Friday, ice will be split then",1
"they switched venues again, the groceries pickup is at 9",0
she's holding the shipment till we sort the payment,1
"he's holding onto it for me till Friday, the paperwork arrives then",0
"don't call, just text when you're near for the gift",0
"just knock twice, don't bring anyone, the package is inside",1
she's holding the gift till we split the cost fairly,0
he wants payment upfront before shipping the supplies,0
"they switched spots again, the product pickup is at 9",1
"meet me at the usual spot, the product will be ready",1
"just knock twice, don't bring the dog, the decorations is inside",0
"he's got a batch ready for pickup tonight, keep it quiet",1
"he's holding for me till Friday, a batch will be split then",1
"keep this off the group chat, the usual is coming in",1
"meet me at the usual cafe, the leftovers will be ready",0
he wants payment upfront before shipping the gift,0
"they switched venues again, the groceries pickup is at 9",0
"don't call, just text when you're near for the leftovers",0
she can hook you up quietly with the stuff,1
"they switched venues again, the tickets pickup is at 9",0
they moved the meeting spot again for the paperwork,0
they moved the drop point again for the stuff,1
"meet me at the usual spot, the stuff will be ready",1
she can help you out quietly with the supplies,0
"keep this off the family chat, the decorations is a surprise",0
he wants payment upfront before shipping the supplies,0
"he's holding for me till Friday, the goods will be split then",1
he'll have more of the decorations once the delivery clears customs,0
"keep this off the family chat, the paperwork is a surprise",0
"they switched spots again, ice pickup is at 9",1
she can help you out quietly with the gift,0
she's holding the tickets till we split the cost fairly,0
she's been moving the groceries out of her apartment all week,0
he wants payment upfront before shipping the tickets,0
"don't call, just text when you're near for the decorations",0
"they switched venues again, the tickets pickup is at 9",0
"just knock twice, don't bring the dog, the paperwork is inside",0
she's been moving the paperwork out of her apartment all week,0
she can hook you up quietly with ice,1
she can hook you up quietly with the goods,1
"they switched venues again, the gift pickup is at 9",0
he wants payment upfront before releasing a fresh drop,1
"he's holding for me till Friday, a batch will be split then",1
"keep this off the family chat, the groceries is a surprise",0
he wants payment upfront before releasing the package,1
"he's holding for me till Friday, the stuff will be split then",1
"don't call, just text when you're near for the equipment",0
"they switched venues again, the leftovers pickup is at 9",0
"just knock twice, don't bring the dog, the tickets is inside",0
he wants payment upfront before releasing a fresh drop,1
"he's got the stuff ready for pickup tonight, keep it quiet",1
he'll have more of a fresh drop once this batch clears customs,1
"bring cash, no questions asked, and don't be late",1
"he's holding onto it for me till Friday, the groceries arrives then",0
they moved the meeting spot again for the decorations,0
she's holding the tickets till we split the cost fairly,0
"just knock twice, don't bring anyone, a batch is inside",1
they moved the drop point again for the stuff,1
"keep this off the family chat, the equipment is a surprise",0
he'll have more of ice once this batch clears customs,1
they moved the meeting spot again for the books,0
"he's holding for me till Friday, the goods will be split then",1
she's been moving a batch out of her place at night,1
"meet me at the usual cafe, the supplies will be ready",0
he wants payment upfront before releasing a fresh drop,1
"just knock twice, don't bring the dog, the flowers is inside",0
she's holding the gift till we split the cost fairly,0
"he's holding for me till Friday, the product will be split then",1
they moved the meeting spot again for the leftovers,0
can you pick up the paperwork on your way home,0
"they switched venues again, the paperwork pickup is at 9",0
"they switched spots again, the shipment pickup is at 9",1
"keep this off the family chat, the decorations is a surprise",0
"just knock twice, don't bring anyone, the stuff is inside",1
"don't call, just text when you're near for the supplies",0
"bring cash, no questions asked, and don't be late",1
"keep this off the family chat, the paperwork is a surprise",0
"bring cash, no questions asked, and don't be late",1
"meet me at the usual spot, the package will be ready",1
"meet me at the usual spot, a fresh drop will be ready",1
"don't text, just show up after dark for the goods",1
can you pick up the paperwork on your way home,0
"meet me at the usual spot, a batch will be ready",1
she's been moving the goods out of her place at night,1
he'll have more of the shipment once this batch clears customs,1
she's been moving the usual out of her place at night,1
"meet me at the usual cafe, the tickets will be ready",0
she can hook you up quietly with the usual,1
they moved the drop point again for the order,1
he only helps people he trusts with the supplies,0
"they switched spots again, the shipment pickup is at 9",1
she can help you out quietly with the equipment,0
"meet me at the usual cafe, the decorations will be ready",0
he only helps people he trusts with the gift,0
he'll have more of the decorations once the delivery clears customs,0
he'll have more of the gift once the delivery clears customs,0
they moved the drop point again for a batch,1
"just knock twice, don't bring the dog, the supplies is inside",0
"keep this off the group chat, the stuff is coming in",1
"they switched spots again, a batch pickup is at 9",1
"he's holding onto it for me till Friday, the tickets arrives then",0
"they switched spots again, the shipment pickup is at 9",1
he only deals with people he trusts for the goods,1
she's holding the flowers till we split the cost fairly,0
she's been moving the order out of her place at night,1
she's been moving the stuff out of her place at night,1
he wants payment upfront before shipping the leftovers,0
he only helps people he trusts with the gift,0
"don't call, just text when you're near for the flowers",0
she can help you out quietly with the flowers,0
he wants payment upfront before shipping the gift,0
he'll have more of the flowers once the delivery clears customs,0
he only helps people he trusts with the flowers,0
he'll have more of the books once the delivery clears customs,0
"don't call, just text when you're near for the decorations",0
she's been moving the tickets out of her apartment all week,0
"don't text, just show up after dark for the product",1
he'll have more of the tickets once the delivery clears customs,0
can you pick up the paperwork on your way home,0
bring cash for the school fundraiser tomorrow,0
"just knock twice, don't bring the dog, the equipment is inside",0
"just knock twice, don't bring anyone, ice is inside",1
"bring cash, no questions asked, and don't be late",1
"they switched spots again, the package pickup is at 9",1
"they switched spots again, the usual pickup is at 9",1
she's holding the usual till we sort the payment,1
she's holding the stuff till we sort the payment,1
"keep this off the family chat, the groceries is a surprise",0
she's been moving the shipment out of her place at night,1
she's holding the usual till we sort the payment,1
"he's got the usual ready for pickup tonight, keep it quiet",1
"bring cash, no questions asked, and don't be late",1
"he's holding for me till Friday, the stuff will be split then",1
they moved the drop point again for the usual,1
they moved the drop point again for the product,1
he wants payment upfront before shipping the flowers,0
"they switched venues again, the tickets pickup is at 9",0
they moved the meeting spot again for the supplies,0
"he's holding for me till Friday, a batch will be split then",1
"just knock twice, don't bring the dog, the supplies is inside",0
"bring cash, no questions asked, and don't be late",1
"just knock twice, don't bring the dog, the paperwork is inside",0
she can help you out quietly with the tickets,0
"just knock twice, don't bring anyone, the shipment is inside",1
"bring cash, no questions asked, and don't be late",1
he only helps people he trusts with the equipment,0
she can hook you up quietly with a batch,1
"meet me at the usual spot, the shipment will be ready",1
"just knock twice, don't bring the dog, the decorations is inside",0
they moved the meeting spot again for the flowers,0
she's holding the equipment till we split the cost fairly,0
they moved the drop point again for the stuff,1
he wants payment upfront before releasing a fresh drop,1
"just knock twice, don't bring the dog, the gift is inside",0
he only helps people he trusts with the books,0
she's been moving the stuff out of her place at night,1
can you pick up the gift on your way home,0
"he's holding onto it for me till Friday, the supplies arrives then",0
"he's holding onto it for me till Friday, the tickets arrives then",0
she's been moving the usual out of her place at night,1
he wants payment upfront before shipping the decorations,0
"meet me at the usual spot, ice will be ready",1
she's been moving the equipment out of her apartment all week,0
"he's holding onto it for me till Friday, the groceries arrives then",0
"keep this off the group chat, the shipment is coming in",1
he'll have more of the shipment once this batch clears customs,1
she's holding the shipment till we sort the payment,1
he wants payment upfront before releasing a batch,1
"don't call, just text when you're near for the books",0
he only helps people he trusts with the leftovers,0
"they switched venues again, the equipment pickup is at 9",0
she's holding the supplies till we split the cost fairly,0
"keep this off the family chat, the groceries is a surprise",0
"just knock twice, don't bring the dog, the equipment is inside",0
"meet me at the usual cafe, the paperwork will be ready",0
he'll have more of ice once this batch clears customs,1
he wants payment upfront before releasing the product,1
she's holding ice till we sort the payment,1
bring cash for the school fundraiser tomorrow,0
they moved the drop point again for the order,1
he wants payment upfront before shipping the gift,0
she's holding the stuff till we sort the payment,1
she's holding the gift till we split the cost fairly,0
"keep this off the group chat, the shipment is coming in",1
she's been moving the leftovers out of her apartment all week,0
she's holding the goods till we sort the payment,1
she can hook you up quietly with the order,1
she's been moving a batch out of her place at night,1
she's holding the leftovers till we split the cost fairly,0
"keep this off the group chat, the usual is coming in",1
"he's got the shipment ready for pickup tonight, keep it quiet",1
she's holding the decorations till we split the cost fairly,0
"they switched spots again, ice pickup is at 9",1
he'll have more of the stuff once this batch clears customs,1
"meet me at the usual spot, the package will be ready",1
she's holding the flowers till we split the cost fairly,0
"don't call, just text when you're near for the books",0
she's been moving the tickets out of her apartment all week,0
she's holding the equipment till we split the cost fairly,0
she's been moving the equipment out of her apartment all week,0
she's holding a batch till we sort the payment,1
"meet me at the usual spot, a batch will be ready",1
she's holding the shipment till we sort the payment,1
"he's holding for me till Friday, the order will be split then",1
"just knock twice, don't bring anyone, ice is inside",1
she's holding the books till we split the cost fairly,0
she's been moving the groceries out of her apartment all week,0
he'll have more of the decorations once the delivery clears customs,0
they moved the meeting spot again for the groceries,0
he only helps people he trusts with the decorations,0
"just knock twice, don't bring the dog, the tickets is inside",0
"he's got the stuff ready for pickup tonight, keep it quiet",1
"they switched venues again, the gift pickup is at 9",0
they moved the meeting spot again for the equipment,0
he wants payment upfront before releasing the product,1
bring cash for the school fundraiser tomorrow,0
"they switched spots again, the package pickup is at 9",1
she's been moving the paperwork out of her apartment all week,0
"just knock twice, don't bring the dog, the leftovers is inside",0
they moved the drop point again for the package,1
he wants payment upfront before shipping the supplies,0
she's been moving the order out of her place at night,1
he'll have more of the decorations once the delivery clears customs,0
he'll have more of the supplies once the delivery clears customs,0
"he's got ice ready for pickup tonight, keep it quiet",1
"bring cash, no questions asked, and don't be late",1
"he's holding onto it for me till Friday, the tickets arrives then",0
they moved the meeting spot again for the paperwork,0
he'll have more of a batch once this batch clears customs,1
"he's got the stuff ready for pickup tonight, keep it quiet",1
bring cash for the school fundraiser tomorrow,0
"meet me at the usual cafe, the gift will be ready",0
can you pick up the supplies on your way home,0
she's holding the order till we sort the payment,1
he only deals with people he trusts for the stuff,1
"don't call, just text when you're near for the flowers",0
"he's holding for me till Friday, the package will be split then",1
can you pick up the books on your way home,0
she's holding the books till we split the cost fairly,0
she's holding a fresh drop till we sort the payment,1
"don't call, just text when you're near for the equipment",0
"bring cash, no questions asked, and don't be late",1
"bring cash, no questions asked, and don't be late",1
he wants payment upfront before shipping the books,0
he'll have more of the books once the delivery clears customs,0
he'll have more of the groceries once the delivery clears customs,0
"meet me at the usual spot, the usual will be ready",1
"they switched spots again, the stuff pickup is at 9",1
"he's holding onto it for me till Friday, the supplies arrives then",0
"don't call, just text when you're near for the paperwork",0
he wants payment upfront before releasing the stuff,1
bring cash for the school fundraiser tomorrow,0
she can help you out quietly with the flowers,0
"don't text, just show up after dark for a fresh drop",1
"don't text, just show up after dark for the order",1
"keep this off the family chat, the leftovers is a surprise",0
she's holding the usual till we sort the payment,1
